"Name","Created","batch_size","dropout","hidden_size","layers","learning_rate","sequence_length","best_val_SMAPE","State","Notes","User","Tags","Runtime","Sweep","combination","include_price_history_as_input","include_remaining_2024_in_prepared_train_data","max_epochs","num_combinations","patience","predict_period","price_zone","split_setup","stride","train_window","val_start","val_window","epoch","patience_counter","val_SMAPE","best_epoch","epochs_trained"
"layers4_dropout0.3_batchsize64_seq_len168_hidden128_lr0.00025_comb004","2026-05-23T12:33:43.000Z","64","0.3","128","4","0.00025","168","62.067851966699656","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1100","","4","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","73","30","77.97554740016403","43","73"
"layers4_dropout0.2_batchsize64_seq_len168_hidden128_lr0.00025_comb003","2026-05-23T12:15:04.000Z","64","0.2","128","4","0.00025","168","62.067745663036874","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1118","","3","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","73","30","77.96699091328509","43","73"
"layers4_dropout0.3_batchsize64_seq_len168_hidden128_lr0.00075_comb002","2026-05-23T12:04:00.000Z","64","0.3","128","4","0.00075","168","62.06779516333438","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","662","","2","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","72.66540445605722","15","45"
"layers4_dropout0.2_batchsize64_seq_len168_hidden128_lr0.00075_comb001","2026-05-23T11:54:15.000Z","64","0.2","128","4","0.00075","168","62.06758748655831","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","584","","1","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","74.34638462662045","15","45"
"layers6_dropout0.3_batchsize64_seq_len168_hidden128_lr0.0005_comb004","2026-05-23T11:34:37.000Z","64","0.3","128","6","0.0005","168","62.06798612921936","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","742","","4","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","52","30","91.17018232897811","22","52"
"layers6_dropout0.2_batchsize64_seq_len168_hidden128_lr0.0005_comb003","2026-05-23T11:21:54.000Z","64","0.2","128","6","0.0005","168","62.06772048598837","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","762","","3","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","52","30","91.17754993407996","22","52"
"layers6_dropout0.3_batchsize64_seq_len24_hidden128_lr0.0005_comb002","2026-05-23T11:12:44.000Z","64","0.3","128","6","0.0005","24","62.06757920691729","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","549","","2","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","52","30","91.18135546510908","22","52"
"layers6_dropout0.2_batchsize64_seq_len24_hidden128_lr0.0005_comb001","2026-05-23T11:03:22.000Z","64","0.2","128","6","0.0005","24","62.06776515528697","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","561","","1","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","52","30","91.176234216272","22","52"
"layers4_dropout0.3_batchsize64_seq_len168_hidden192_lr0.0005_comb004","2026-05-23T10:08:47.000Z","64","0.3","192","4","0.0005","168","62.06814065275596","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1461","","4","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","93.40363896109588","15","45"
"layers4_dropout0.2_batchsize64_seq_len168_hidden192_lr0.0005_comb003","2026-05-23T09:44:51.000Z","64","0.2","192","4","0.0005","168","62.06931113548566","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1435","","3","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","93.40143545520404","15","45"
"layers4_dropout0.3_batchsize64_seq_len24_hidden192_lr0.0005_comb002","2026-05-23T09:35:28.000Z","64","0.3","192","4","0.0005","24","62.06788463997766","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","561","","2","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","93.40454871385548","15","45"
"layers4_dropout0.2_batchsize64_seq_len24_hidden192_lr0.0005_comb001","2026-05-23T09:25:13.000Z","64","0.2","192","4","0.0005","24","62.06793337089058","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","614","","1","false","true","80","4","30","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","45","30","93.4043943074334","15","45"
"layers4_dropout0.3_batchsize64_seq_len168_hidden256_lr0.0005_comb016","2026-05-22T14:05:42.000Z","64","0.3","256","4","0.0005","168","62.1124412362344","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1095","","16","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.47362788786886","11","31"
"layers4_dropout0.2_batchsize64_seq_len168_hidden256_lr0.0005_comb015","2026-05-22T13:47:16.000Z","64","0.2","256","4","0.0005","168","62.112852293719655","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","1105","","15","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.45442562418977","11","31"
"layers4_dropout0.3_batchsize64_seq_len24_hidden256_lr0.0005_comb014","2026-05-22T13:39:00.000Z","64","0.3","256","4","0.0005","24","62.11299020732174","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","495","","14","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.4541305366374","11","31"
"layers4_dropout0.2_batchsize64_seq_len24_hidden256_lr0.0005_comb013","2026-05-22T13:30:34.000Z","64","0.2","256","4","0.0005","24","62.11930891488003","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","505","","13","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.45174869518964","11","31"
"layers4_dropout0.3_batchsize64_seq_len168_hidden256_lr0.001_comb012","2026-05-22T13:14:57.000Z","64","0.3","256","4","0.001","168","62.11193873519486","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","936","","12","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","26","20","93.59085597490667","6","26"
"layers4_dropout0.2_batchsize64_seq_len168_hidden256_lr0.001_comb011","2026-05-22T13:00:12.000Z","64","0.2","256","4","0.001","168","62.09182752327943","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","885","","11","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","26","20","93.59082271299486","6","26"
"layers4_dropout0.3_batchsize64_seq_len24_hidden256_lr0.001_comb010","2026-05-22T12:53:50.000Z","64","0.3","256","4","0.001","24","62.10200539003371","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","381","","10","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","26","20","93.59074787361295","6","26"
"layers4_dropout0.2_batchsize64_seq_len24_hidden256_lr0.001_comb009","2026-05-22T12:47:27.000Z","64","0.2","256","4","0.001","24","62.09250985112377","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","382","","9","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","26","20","93.59069382287905","6","26"
"layers3_dropout0.3_batchsize64_seq_len168_hidden256_lr0.0005_comb008","2026-05-22T12:32:38.000Z","64","0.3","256","3","0.0005","168","62.103327206376896","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","888","","8","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.50208905107664","11","31"
"layers3_dropout0.2_batchsize64_seq_len168_hidden256_lr0.0005_comb007","2026-05-22T12:17:57.000Z","64","0.2","256","3","0.0005","168","62.10933344979653","finished","-","","cross-validation, early-stopping, hyperparameter-search, lstm","880","","7","false","true","80","16","20","168","DK1","2","2184","17520","2024-01-01 00:00:00","8784","31","20","92.4634291782005","11","31"
