"Name","Created","batch_size","dense_layers","dropout","latent_dim","learning_rate","best_val_smape","val_smape","State","Notes","User","Tags","Runtime","Sweep","fe_input_size","max_epochs","num_combinations","patience","price_zone","train_samples","val_samples","best_epoch","epoch","epochs_trained","train_smape","combination"
"DK1_latentdim32_dense1_lr0.001_batchsize32_dropout0.2_comb074","2026-05-09T10:50:27.000Z","32","1","0.2","32","0.001","27.325170516967773","36.67474365234375","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","32","42","42","35.361627336626086","74"
"DK1_latentdim32_dense1_lr0.001_batchsize32_dropout0.0_comb073","2026-05-09T10:49:55.000Z","32","1","0","32","0.001","27.325170516967773","36.67474365234375","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","31","","33","60","96","10","DK1","20649","2295","32","42","42","35.361627336626086","73"
"DK1_latentdim24_dense1_lr0.001_batchsize32_dropout0.0_comb049","2026-05-09T10:35:19.000Z","32","1","0","24","0.001","32.49956512451172","83.35308074951172","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","33","","33","60","96","10","DK1","20649","2295","35","45","45","65.95655032650974","49"
"DK1_latentdim24_dense1_lr0.001_batchsize32_dropout0.2_comb050","2026-05-09T10:35:53.000Z","32","1","0.2","24","0.001","32.49956512451172","83.35308074951172","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","32","","33","60","96","10","DK1","20649","2295","35","45","45","65.95655032650974","50"
"DK1_latentdim32_dense1_lr0.0005_batchsize32_dropout0.2_comb078","2026-05-09T10:52:08.000Z","32","1","0.2","32","0.0005","41.66693115234375","46.72639083862305","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","33","","33","60","96","10","DK1","20649","2295","37","47","47","57.46378708476253","78"
"DK1_latentdim32_dense1_lr0.0005_batchsize32_dropout0.0_comb077","2026-05-09T10:51:35.000Z","32","1","0","32","0.0005","41.66693115234375","46.72639083862305","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","32","","33","60","96","10","DK1","20649","2295","37","47","47","57.46378708476253","77"
"DK1_latentdim16_dense1_lr0.001_batchsize32_dropout0.0_comb025","2026-05-09T10:19:59.000Z","32","1","0","16","0.001","45.58654022216797","50.48309326171875","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","37","","33","60","96","10","DK1","20649","2295","41","51","51","46.203203839045194","25"
"DK1_latentdim16_dense1_lr0.001_batchsize32_dropout0.2_comb026","2026-05-09T10:20:37.000Z","32","1","0.2","16","0.001","45.58654022216797","50.48309326171875","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","36","","33","60","96","10","DK1","20649","2295","41","51","51","46.203203839045194","26"
"DK1_latentdim24_dense1_lr0.001_batchsize64_dropout0.2_comb052","2026-05-09T10:36:41.000Z","64","1","0.2","24","0.001","46.39231872558594","50.04803085327149","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","15","","33","60","96","10","DK1","20649","2295","25","35","35","61.31030213205438","52"
"DK1_latentdim24_dense1_lr0.001_batchsize64_dropout0.0_comb051","2026-05-09T10:36:26.000Z","64","1","0","24","0.001","46.39231872558594","50.04803085327149","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","15","","33","60","96","10","DK1","20649","2295","25","35","35","61.31030213205438","51"
"DK1_latentdim32_dense2_lr0.001_batchsize64_dropout0.0_comb083","2026-05-09T10:54:45.000Z","64","2","0","32","0.001","50.008975982666016","55.01536178588867","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","57","60","60","47.32752296282411","83"
"DK1_latentdim16_dense1_lr0.001_batchsize64_dropout0.0_comb027","2026-05-09T10:21:14.000Z","64","1","0","16","0.001","52.2417106628418","64.80811309814453","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","22","","33","60","96","10","DK1","20649","2295","45","55","55","63.74714564981844","27"
"DK1_latentdim16_dense1_lr0.001_batchsize64_dropout0.2_comb028","2026-05-09T10:21:37.000Z","64","1","0.2","16","0.001","52.2417106628418","64.80811309814453","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","21","","33","60","96","10","DK1","20649","2295","45","55","55","63.74714564981844","28"
"DK1_latentdim16_dense1_lr0.0005_batchsize32_dropout0.0_comb029","2026-05-09T10:21:59.000Z","32","1","0","16","0.0005","53.10921478271485","58.66831970214844","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","47","","33","60","96","10","DK1","20649","2295","59","60","60","56.850028525195995","29"
"DK1_latentdim16_dense1_lr0.0005_batchsize32_dropout0.2_comb030","2026-05-09T10:22:47.000Z","32","1","0.2","16","0.0005","53.10921478271485","58.66831970214844","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","45","","33","60","96","10","DK1","20649","2295","59","60","60","56.850028525195995","30"
"DK1_latentdim32_dense2_lr0.0005_batchsize64_dropout0.0_comb087","2026-05-09T10:57:23.000Z","64","2","0","32","0.0005","57.92132568359375","58.68642807006836","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","31","","33","60","96","10","DK1","20649","2295","58","60","60","47.931216780246224","87"
"DK1_latentdim32_dense2_lr0.001_batchsize32_dropout0.0_comb081","2026-05-09T10:53:03.000Z","32","2","0","32","0.001","59.15240859985352","60.469478607177734","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","45","","33","60","96","10","DK1","20649","2295","39","49","49","52.97880178044086","81"
"DK1_latentdim24_dense2_lr0.001_batchsize32_dropout0.0_comb057","2026-05-09T10:38:12.000Z","32","2","0","24","0.001","59.91907501220703","64.38420867919922","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","56","","33","60","96","10","DK1","20649","2295","56","60","60","57.79621587818252","57"
"DK1_latentdim24_dense1_lr0.0005_batchsize32_dropout0.0_comb053","2026-05-09T10:36:57.000Z","32","1","0","24","0.0005","60.585567474365234","85.56597137451172","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","26","","33","60","96","10","DK1","20649","2295","26","36","36","82.43266860914673","53"
"DK1_latentdim24_dense1_lr0.0005_batchsize32_dropout0.2_comb054","2026-05-09T10:37:24.000Z","32","1","0.2","24","0.0005","60.585567474365234","85.56597137451172","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","27","","33","60","96","10","DK1","20649","2295","26","36","36","82.43266860914673","54"
"DK1_latentdim24_dense2_lr0.0005_batchsize64_dropout0.0_comb063","2026-05-09T10:43:02.000Z","64","2","0","24","0.0005","64.54145812988281","64.81645202636719","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","52","60","60","52.928097031064816","63"
"DK1_latentdim24_dense3_lr0.001_batchsize64_dropout0.0_comb067","2026-05-09T10:45:30.000Z","64","3","0","24","0.001","65.08546447753906","65.50806427001953","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","29","","33","60","96","10","DK1","20649","2295","38","48","48","63.98336148335838","67"
"DK1_latentdim32_dense2_lr0.0005_batchsize32_dropout0.0_comb085","2026-05-09T10:55:45.000Z","32","2","0","32","0.0005","65.31112670898438","70.40154266357422","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","38","","33","60","96","10","DK1","20649","2295","32","42","42","52.34137490216423","85"
"DK1_latentdim24_dense2_lr0.001_batchsize64_dropout0.0_comb059","2026-05-09T10:40:08.000Z","64","2","0","24","0.001","65.39273834228516","65.39273834228516","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","60","60","60","52.31538487956989","59"
"DK1_latentdim24_dense2_lr0.0005_batchsize32_dropout0.0_comb061","2026-05-09T10:41:06.000Z","32","2","0","24","0.0005","65.57313537597656","73.57698822021484","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","56","","33","60","96","10","DK1","20649","2295","57","60","60","56.4107127883486","61"
"DK1_latentdim16_dense1_lr0.0005_batchsize64_dropout0.2_comb032","2026-05-09T10:24:00.000Z","64","1","0.2","16","0.0005","66.1808853149414","66.1808853149414","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","26","","33","60","96","10","DK1","20649","2295","60","60","60","69.9177183027238","32"
"DK1_latentdim16_dense1_lr0.0005_batchsize64_dropout0.0_comb031","2026-05-09T10:23:33.000Z","64","1","0","16","0.0005","66.1808853149414","66.1808853149414","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","26","","33","60","96","10","DK1","20649","2295","60","60","60","69.9177183027238","31"
"DK1_latentdim24_dense3_lr0.0005_batchsize64_dropout0.0_comb071","2026-05-09T10:48:38.000Z","64","3","0","24","0.0005","66.41194915771484","67.64369201660156","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","36","","33","60","96","10","DK1","20649","2295","59","60","60","66.05366995607736","71"
"DK1_latentdim32_dense3_lr0.001_batchsize32_dropout0.0_comb089","2026-05-09T10:58:31.000Z","32","3","0","32","0.001","67.2245864868164","72.14659118652344","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","67","","33","60","96","10","DK1","20649","2295","59","60","60","65.55027484598544","89"
"DK1_latentdim16_dense2_lr0.0005_batchsize64_dropout0.0_comb039","2026-05-09T10:28:29.000Z","64","2","0","16","0.0005","67.37992095947266","67.37992095947266","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","30","","33","60","96","10","DK1","20649","2295","60","60","60","61.429625472786256","39"
"DK1_latentdim16_dense2_lr0.001_batchsize32_dropout0.0_comb033","2026-05-09T10:24:26.000Z","32","2","0","16","0.001","67.61540985107422","71.3954086303711","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","35","","33","60","96","10","DK1","20649","2295","22","32","32","63.697299614779354","33"
"DK1_latentdim16_dense2_lr0.001_batchsize64_dropout0.0_comb035","2026-05-09T10:26:05.000Z","64","2","0","16","0.001","70.77677154541016","72.07227325439453","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","29","","33","60","96","10","DK1","20649","2295","47","57","57","59.25417695178336","35"
"DK1_latentdim24_dense3_lr0.0005_batchsize32_dropout0.0_comb069","2026-05-09T10:46:40.000Z","32","3","0","24","0.0005","71.44320678710938","72.52616119384766","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","43","","33","60","96","10","DK1","20649","2295","28","38","38","67.11801026406303","69"
"DK1_latentdim32_dense3_lr0.0005_batchsize32_dropout0.0_comb093","2026-05-09T11:02:03.000Z","32","3","0","32","0.0005","72.94386291503906","74.15792083740234","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","66","","33","60","96","10","DK1","20649","2295","57","60","60","56.76135044275053","93"
"DK1_latentdim24_dense3_lr0.001_batchsize32_dropout0.0_comb065","2026-05-09T10:43:51.000Z","32","3","0","24","0.001","73.73531341552734","74.96027374267578","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","35","","33","60","96","10","DK1","20649","2295","21","31","31","66.98472341885876","65"
"DK1_latentdim32_dense3_lr0.001_batchsize64_dropout0.0_comb091","2026-05-09T11:00:47.000Z","64","3","0","32","0.001","74.36180877685547","74.36180877685547","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","36","","33","60","96","10","DK1","20649","2295","60","60","60","61.205462783482794","91"
"DK1_latentdim16_dense3_lr0.001_batchsize32_dropout0.0_comb041","2026-05-09T10:29:17.000Z","32","3","0","16","0.001","74.95035552978516","75.82316589355469","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","69","","33","60","96","10","DK1","20649","2295","57","60","60","63.94709313100336","41"
"DK1_latentdim16_dense3_lr0.001_batchsize64_dropout0.0_comb043","2026-05-09T10:31:42.000Z","64","3","0","16","0.001","75.75897979736328","79.3518295288086","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","36","","33","60","96","10","DK1","20649","2295","57","60","60","70.6371994490963","43"
"DK1_latentdim32_dense2_lr0.0005_batchsize32_dropout0.2_comb086","2026-05-09T10:56:24.000Z","32","2","0.2","32","0.0005","76.49166107177734","76.49166107177734","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","58","","33","60","96","10","DK1","20649","2295","60","60","60","74.05646034217102","86"
"DK1_latentdim16_dense2_lr0.0005_batchsize32_dropout0.0_comb037","2026-05-09T10:27:06.000Z","32","2","0","16","0.0005","77.29642486572266","81.22169494628906","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","27","","33","60","96","10","DK1","20649","2295","18","28","28","68.47303807993791","37"
"DK1_latentdim16_dense3_lr0.0005_batchsize64_dropout0.0_comb047","2026-05-09T10:34:08.000Z","64","3","0","16","0.0005","77.50115966796875","93.23690795898438","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","32","","33","60","96","10","DK1","20649","2295","42","52","52","71.92049915797939","47"
"DK1_latentdim32_dense2_lr0.0005_batchsize64_dropout0.2_comb088","2026-05-09T10:57:55.000Z","64","2","0.2","32","0.0005","77.6229019165039","79.53224182128906","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","35","","33","60","96","10","DK1","20649","2295","59","60","60","74.76693555518939","88"
"DK1_latentdim24_dense2_lr0.001_batchsize32_dropout0.2_comb058","2026-05-09T10:39:09.000Z","32","2","0.2","24","0.001","78.16463470458984","79.6130142211914","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","58","","33","60","96","10","DK1","20649","2295","56","60","60","78.15039823077412","58"
"DK1_latentdim24_dense1_lr0.0005_batchsize64_dropout0.0_comb055","2026-05-09T10:37:52.000Z","64","1","0","24","0.0005","78.35938262939453","93.3199462890625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","9","","33","60","96","10","DK1","20649","2295","11","21","21","96.96028945025276","55"
"DK1_latentdim24_dense1_lr0.0005_batchsize64_dropout0.2_comb056","2026-05-09T10:38:02.000Z","64","1","0.2","24","0.0005","78.35938262939453","93.3199462890625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","9","","33","60","96","10","DK1","20649","2295","11","21","21","96.96028945025276","56"
"DK1_latentdim32_dense2_lr0.001_batchsize64_dropout0.2_comb084","2026-05-09T10:55:16.000Z","64","2","0.2","32","0.001","78.83155059814453","82.82174682617188","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","28","","33","60","96","10","DK1","20649","2295","41","51","51","74.97819082065263","84"
"DK1_latentdim16_dense3_lr0.0005_batchsize32_dropout0.0_comb045","2026-05-09T10:32:42.000Z","32","3","0","16","0.0005","79.18000030517578","82.19819641113281","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","49","","33","60","96","10","DK1","20649","2295","33","43","43","68.81037747527793","45"
"DK1_latentdim32_dense2_lr0.001_batchsize32_dropout0.2_comb082","2026-05-09T10:53:49.000Z","32","2","0.2","32","0.001","80.35506439208984","81.12092590332031","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","56","","33","60","96","10","DK1","20649","2295","47","57","57","75.4147723053262","82"
"DK1_latentdim32_dense1_lr0.0005_batchsize64_dropout0.2_comb080","2026-05-09T10:52:53.000Z","64","1","0.2","32","0.0005","80.49360656738281","89.10395812988281","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","10","","33","60","96","10","DK1","20649","2295","12","22","22","93.50208346245827","80"
"DK1_latentdim32_dense1_lr0.0005_batchsize64_dropout0.0_comb079","2026-05-09T10:52:42.000Z","64","1","0","32","0.0005","80.49360656738281","89.10395812988281","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","10","","33","60","96","10","DK1","20649","2295","12","22","22","93.50208346245827","79"
"DK1_latentdim24_dense2_lr0.0005_batchsize32_dropout0.2_comb062","2026-05-09T10:42:03.000Z","32","2","0.2","24","0.0005","80.75328063964844","81.7218017578125","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","58","","33","60","96","10","DK1","20649","2295","49","59","59","76.91593248113391","62"
